"title","authors","pub_year","journal","abb","cit_tot","year","citation","tot","field","age","decade"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2002,24,250,"IR",10,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2003,24,274,"IR",11,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2004,21,295,"IR",12,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2005,25,320,"IR",13,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2006,32,352,"IR",14,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2007,35,387,"IR",15,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2008,33,420,"IR",16,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2009,39,459,"IR",17,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2010,39,498,"IR",18,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2011,45,543,"IR",19,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2012,56,599,"IR",20,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2013,51,650,"IR",21,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2014,44,694,"IR",22,"1990s"
"Anarchy is What States Make of It","Wendt",1992,"International Organization","IO",728,2015,33,727,"IR",23,"1990s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1984,0,0,"Other",0,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1985,0,0,"Other",1,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1986,7,7,"Other",2,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1987,17,24,"Other",3,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1988,20,44,"Other",4,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1989,15,59,"Other",5,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1990,23,82,"Other",6,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1991,22,104,"Other",7,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1992,20,124,"Other",8,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1993,31,155,"Other",9,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1994,25,180,"Other",10,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1995,21,201,"Other",11,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1996,25,226,"Other",12,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1997,22,248,"Other",13,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1998,31,279,"Other",14,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,1999,23,302,"Other",15,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2000,23,325,"Other",16,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2001,18,343,"Other",17,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2002,10,353,"Other",18,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2003,24,377,"Other",19,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2004,29,406,"Other",20,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2005,21,427,"Other",21,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2006,8,435,"Other",22,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2007,22,457,"Other",23,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2008,24,481,"Other",24,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2009,25,506,"Other",25,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2010,22,528,"Other",26,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2011,27,555,"Other",27,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2012,31,586,"Other",28,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2013,42,628,"Other",29,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2014,40,668,"Other",30,"1980s"
"The New Institutionalism","March and Olsen",1984,"American Political Science Review","APSR",693,2015,25,693,"Other",31,"1980s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1994,0,0,"Other",0,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1995,6,6,"Other",1,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1996,11,17,"Other",2,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1997,16,33,"Other",3,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1998,16,49,"Other",4,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,1999,24,73,"Other",5,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2000,16,89,"Other",6,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2001,23,112,"Other",7,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2002,27,139,"Other",8,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2003,30,169,"Other",9,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2004,20,189,"Other",10,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2005,22,211,"Other",11,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2006,29,240,"Other",12,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2007,31,271,"Other",13,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2008,22,293,"Other",14,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2009,36,329,"Other",15,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2010,41,370,"Other",16,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2011,40,410,"Other",17,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2012,41,451,"Other",18,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2013,45,496,"Other",19,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2014,51,547,"Other",20,"1990s"
"Domestic Political Audiences","Fearon",1994,"American Political Science Review","APSR",584,2015,37,584,"Other",21,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,1995,0,0,"Other",0,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,1996,6,6,"Other",1,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,1997,9,15,"Other",2,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,1998,16,31,"Other",3,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,1999,25,56,"Other",4,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2000,25,81,"Other",5,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2001,25,106,"Other",6,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2002,26,132,"Other",7,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2003,26,158,"Other",8,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2004,30,188,"Other",9,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2005,26,214,"Other",10,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2006,26,240,"Other",11,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2007,20,260,"Other",12,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2008,27,287,"Other",13,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2009,28,315,"Other",14,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2010,34,349,"Other",15,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2011,42,391,"Other",16,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2012,42,433,"Other",17,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2013,29,462,"Other",18,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2014,42,504,"Other",19,"1990s"
"Decision-Making in Political Systems","Tsebelis",1995,"British Journal of Political Science","BJPS",524,2015,20,524,"Other",20,"1990s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2000,0,0,"Methods",0,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2001,5,5,"Methods",0,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2002,17,22,"Methods",1,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2003,27,49,"Methods",2,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2004,21,70,"Methods",3,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2005,39,109,"Methods",4,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2006,35,144,"Methods",5,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2007,36,180,"Methods",6,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2008,46,226,"Methods",7,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2009,53,279,"Methods",8,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2010,53,332,"Methods",9,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2011,61,393,"Methods",10,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2012,61,454,"Methods",11,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2013,48,502,"Methods",12,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2014,61,563,"Methods",13,"2000s"
"Analyzing Incomplete Political Science Data","King et al",2001,"American Political Science Review","APSR",603,2015,40,603,"Methods",14,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,1999,0,0,"IR",0,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2000,5,5,"IR",0,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2001,14,19,"IR",1,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2002,15,34,"IR",2,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2003,18,52,"IR",3,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2004,27,79,"IR",4,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2005,38,117,"IR",5,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2006,25,142,"IR",6,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2007,32,174,"IR",7,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2008,34,208,"IR",8,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2009,35,243,"IR",9,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2010,47,290,"IR",10,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2011,34,324,"IR",11,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2012,39,363,"IR",12,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2013,25,388,"IR",13,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2014,42,430,"IR",14,"2000s"
"Lets Argue","Risse",2000,"International Organization","IO",458,2015,28,458,"IR",15,"2000s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,1999,0,0,"Other",0,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2000,4,4,"Other",1,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2001,9,13,"Other",2,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2002,15,28,"Other",3,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2003,14,42,"Other",4,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2004,12,54,"Other",5,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2005,14,68,"Other",6,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2006,16,84,"Other",7,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2007,22,106,"Other",8,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2008,34,140,"Other",9,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2009,44,184,"Other",10,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2010,38,222,"Other",11,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2011,68,290,"Other",12,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2012,40,330,"Other",13,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2013,44,374,"Other",14,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2014,48,422,"Other",15,"1990s"
"Historical Institutionalism in Comparative Politics","Thelen",1999,"Annual Review of Political Science","AR",465,2015,43,465,"Other",16,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1992,0,0,"IR",0,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1993,4,4,"IR",0,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1994,17,21,"IR",1,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1995,14,35,"IR",2,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1996,17,52,"IR",3,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1997,16,68,"IR",4,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1998,19,87,"IR",5,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,1999,31,118,"IR",6,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2000,24,142,"IR",7,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2001,19,161,"IR",8,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2002,14,175,"IR",9,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2003,17,192,"IR",10,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2004,16,208,"IR",11,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2005,20,228,"IR",12,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2006,18,246,"IR",13,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2007,19,265,"IR",14,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2008,28,293,"IR",15,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2009,29,322,"IR",16,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2010,25,347,"IR",17,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2011,20,367,"IR",18,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2012,26,393,"IR",19,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2013,24,417,"IR",20,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2014,20,437,"IR",21,"1990s"
"Territoriality and Beyond","Ruggie",1993,"International Organization","IO",449,2015,12,449,"IR",22,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,1995,0,0,"Methods",0,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,1996,10,10,"Methods",1,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,1997,15,25,"Methods",2,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,1998,22,47,"Methods",3,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,1999,31,78,"Methods",4,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2000,43,121,"Methods",5,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2001,35,156,"Methods",6,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2002,39,195,"Methods",7,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2003,46,241,"Methods",8,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2004,39,280,"Methods",9,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2005,31,311,"Methods",10,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2006,37,348,"Methods",11,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2007,24,372,"Methods",12,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2008,28,400,"Methods",13,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2009,27,427,"Methods",14,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2010,32,459,"Methods",15,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2011,21,480,"Methods",16,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2012,21,501,"Methods",17,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2013,29,530,"Methods",18,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2014,11,541,"Methods",19,"1990s"
"Tracking Democracy Third Wave with Polity III","Jaggers and Gurr",1995,"Journal of Peace Research","JPR",554,2015,13,554,"Methods",20,"1990s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1972,0,0,"Other",0,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1973,6,6,"Other",1,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1974,6,12,"Other",2,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1975,6,18,"Other",3,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1976,10,28,"Other",4,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1977,6,34,"Other",5,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1978,13,47,"Other",6,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1979,9,56,"Other",7,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1980,12,68,"Other",8,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1981,14,82,"Other",9,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1982,10,92,"Other",10,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1983,9,101,"Other",11,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1984,9,110,"Other",12,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1985,13,123,"Other",13,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1986,9,132,"Other",14,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1987,18,150,"Other",15,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1988,13,163,"Other",16,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1989,15,178,"Other",17,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1990,15,193,"Other",18,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1991,10,203,"Other",19,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1992,14,217,"Other",20,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1993,17,234,"Other",21,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1994,16,250,"Other",22,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1995,14,264,"Other",23,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1996,29,293,"Other",24,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1997,21,314,"Other",25,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1998,23,337,"Other",26,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,1999,25,362,"Other",27,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2000,23,385,"Other",28,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2001,24,409,"Other",29,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2002,27,436,"Other",30,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2003,22,458,"Other",31,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2004,33,491,"Other",32,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2005,42,533,"Other",33,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2006,40,573,"Other",34,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2007,54,627,"Other",35,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2008,57,684,"Other",36,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2009,65,749,"Other",37,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2010,70,819,"Other",38,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2011,93,912,"Other",39,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2012,95,1007,"Other",40,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2013,97,1104,"Other",41,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2014,119,1223,"Other",42,"1970s"
"Agenda-Setting Function of Mass Media","McCombs and Shaw",1972,"Public Opinion Quarterly","POQ",1305,2015,82,1305,"Other",43,"1970s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1992,0,0,"IR",0,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1993,5,5,"IR",0,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1994,44,49,"IR",1,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1995,42,91,"IR",2,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1996,64,155,"IR",3,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1997,61,216,"IR",4,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1998,47,263,"IR",5,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,1999,33,296,"IR",6,"1990s"
